time,x,y,z
1747839588.770058,-0.0742170925200562,-0.03202285454179621,0.20314879030596456
1747839588.8772829,-0.07677826209074767,-0.029739751641357892,0.20215554046673279
1747839588.9757237,-0.07715756953744718,-0.028504998106637425,0.20184503916141594
1747839589.075507,-0.08299156840211969,-0.025569427591659033,0.19790618198484622
1747839589.1728544,-0.07793185855249002,-0.02838317456524353,0.2023863948209902
1747839589.2715573,-0.0871430458032712,-0.024152176191327812,0.19730797444970483
1747839589.3719769,-0.09245234583582912,-0.019612405989225756,0.19807745473191418
1747839589.4840434,-0.09115865702886439,-0.019400475152048124,0.2067536345210207
1747839589.57433,-0.09145555835780705,-0.018115951692988297,0.21440908008042459
1747839589.6704152,-0.11047262723008039,-0.006041138559063186,0.22422581948667153
1747839589.7723925,-0.12345584637502027,0.008271776467828618,0.23985467941129346
1747839590.0731847,-0.17418474602556805,0.061125952263854866,0.2961639991999442
1747839590.1762798,-0.21778450012019207,0.07769875111187408,0.28897866455744003
1747839590.2725222,-0.2436226681239569,0.08008720980671558,0.28467794202526
1747839590.3737273,-0.24611939015573875,0.0762864376045439,0.2823991979285858
1747839590.6761975,-0.25304203719778756,0.07764714292378616,0.2461666035216541
1747839590.7774935,-0.260642398842295,0.07838504870124952,0.2312281682380024
1747839591.1756086,-0.175431221530216,0.04937521938757683,0.2574280818077601
1747839591.3745787,-0.12496500574464242,0.036686836378264975,0.2696545634829193
1747839591.4688892,-0.0709698448528503,0.02541683345963175,0.2766899236812792
1747839591.5714102,-0.05126172207578994,0.008240793280372527,0.2538692062429718
1747839591.6759079,-0.03920845211799262,0.004573041468194372,0.24696519308431863
1747839591.7732096,-0.01768252580370644,-0.0019948916628305113,0.22721050367129114
1747839591.8765686,-0.01465161349153593,-0.003934734291901276,0.22681269130703008
1747839591.9739058,-0.017133749226384887,-0.0037399818268700202,0.2257612912265501
1747839592.0772345,-0.02278626297990305,-0.0053646869945732645,0.2227761826623481
1747839592.1776483,-0.027410397370078,-0.005762731721388026,0.22528617301838283
1747839592.2760253,-0.04590550435713536,-0.003184160338174813,0.23135170441857333
1747839592.3807452,-0.053004469972977586,-0.0013786939445834534,0.23941849075249622
1747839592.4714267,-0.07092003449663337,0.006462748362046189,0.23654316695555622
1747839592.5760012,-0.09149212043944582,0.006604552125596852,0.22498849499677864
1747839592.678042,-0.12126046384320593,0.016321369209333136,0.21177929937790962
1747839592.7755802,-0.1590934960038678,0.02419340638647105,0.1689448806672731
1747839592.8765182,-0.1513712364559862,0.07190435704412101,0.14973554875344974
1747839592.9745195,-0.16800307518237745,0.12060915654820159,0.11512815009808952
1747839593.0743883,-0.19054672921057852,0.03638590821559151,0.12640050341556197
1747839593.1768725,-0.18342749332604946,0.039473883226553874,0.13210946846075688
1747839593.2757707,-0.18652370786442496,0.043850213041820574,0.13677252147304086
1747839593.3760092,-0.20472495138674918,0.014754851593795748,0.12630747391899222
1747839593.476687,-0.2589496497723501,0.03322398912205293,0.10540638764881638
1747839593.7745805,-0.19986017606009404,0.035353691682221355,0.09671351407728446
1747839593.879508,-0.17626856327619383,0.02752819856576838,0.10285706649964133
1747839593.9770021,-0.1704405141143771,0.02764933976893158,0.10477126659106417
1747839594.0734718,-0.17665214169794224,0.029131226662069243,0.10145499833591287
1747839594.1820145,-0.18216241447252424,0.031193790535065546,0.10075348015892804
1747839594.2784271,-0.1614250608904686,0.025834335127276287,0.1101882615623131
1747839594.3811846,-0.15763455784630903,0.019361237717406832,0.11041579184657024
1747839594.4806566,-0.14282760707893427,0.008658933753769249,0.1133125623886142
1747839594.5807316,-0.12180292567989848,-0.008618908264089509,0.1189111704504745
1747839594.6807983,-0.10243766481536659,-0.028252664506214442,0.11999707863763143
1747839594.774917,-0.09282492687087562,-0.04174834990672205,0.11888399076066025
1747839594.8805354,-0.08927597090172373,-0.048018231483756835,0.10608106414610352
1747839594.9758897,-0.08311841072887954,-0.053527062262229086,0.10684288858246704
1747839595.0764923,-0.09077196522895253,-0.050200295682590435,0.09892139262420974
1747839595.1795404,-0.09345237057080802,-0.050831504994910626,0.09878853594642789
1747839595.2776227,-0.08772363673673389,-0.053994800206396465,0.10796619123008477
1747839595.378068,-0.09540470763635345,-0.051329567059689496,0.11161121821719111
1747839595.4732819,-0.1054970986575724,-0.04767760799759668,0.11866282110041637
1747839595.5719588,-0.1315334480661336,-0.037239028717430234,0.12364336505285878
1747839595.674024,-0.13796665027827937,-0.028647975555697425,0.16494279765305864
1747839595.7749522,-0.11942949188769525,-0.022837637417989387,0.2374210220741937
1747839595.8754253,-0.1258900083949267,-0.01402758512947655,0.2908524037009219
1747839595.9787228,-0.165941432706269,0.05829086332981148,0.25881000357175576
1747839598.9796813,-0.07547094301444518,-0.007381671940139722,0.21972743107022108
1747839599.0805535,-0.09975716805562573,-0.0013007799929772856,0.23416745501968794
1747839599.1834998,-0.11147579421553594,0.006559719980541834,0.23691187500398503
1747839599.281646,-0.1057881221486649,0.005901765519925939,0.2410707083993615
1747839599.3742714,-0.10337045261789085,0.003985650310510014,0.24105491655193545
1747839599.477154,-0.028826572276739792,0.021222123400969295,0.1995593346139325
1747839599.5752745,-0.09971519513236238,-8.534071367338747e-05,0.23891478208917505
1747839599.6834939,-0.09461681130553246,-0.0012647673251128255,0.24309108989793815
1747839599.7831507,-0.09450888247349915,0.00013171799069999768,0.24126253470019687
1747839599.8842938,-0.09342911911257257,0.0016808133727902463,0.24161182116556912
1747839599.980537,-0.09351710629708826,0.004703979791903179,0.240945291966981
1747839600.080672,-0.08716017383807634,0.002662983315622758,0.2451460301080408
1747839600.1814945,-0.08769194822063003,0.00684432366297516,0.2414973111777462
1747839600.284814,-0.0841420763766374,0.007180362078387681,0.24491220515787204
1747839600.3780043,-0.08187391547161504,0.00729021779081751,0.2449567230045019
1747839600.4865553,-0.0813595640286714,0.010929618790184725,0.24299525574706327
1747839600.5764482,-0.0743083882031722,0.010725319237845254,0.24396893369952122
1747839600.6742234,-0.07067712360612988,0.01171471469154628,0.23977157969529406
1747839600.779234,-0.06472379995476574,0.012437246242693822,0.24332777754704016
1747839600.8791237,-0.059034012024474725,0.012501359703109838,0.23996591593933247
1747839600.9790947,-0.057266637013967836,0.01622609500732819,0.23730983488887336
1747839601.0814686,-0.05852581881619684,0.013659103803872474,0.23109179216577258
1747839601.1828518,-0.052864391706359204,0.0165005244745422,0.23219208796632607
1747839601.2811606,-0.05457171544947631,0.018270451557905076,0.22503630559989185
1747839601.3820949,-0.041263434962219514,0.01971219796469381,0.2326387885532195
1747839601.4726036,-0.041402004974912365,0.023296614002570326,0.22704091927207992
1747839601.5755115,-0.03986914099326211,0.024644399461083433,0.22565936177705004
1747839601.6817248,-0.03941822562729874,0.026830664974207385,0.22546352775553258
1747839601.7801857,-0.038787139708698015,0.02803941099992424,0.227193067901456
1747839601.8782473,-0.040573793891127696,0.026687803922786912,0.22739343107766452
1747839601.9827495,-0.04739007275380247,0.022903632629086124,0.22903939623478287
1747839602.0838926,-0.05459006011227019,0.01881165384154959,0.2307171305594352
1747839602.180872,-0.06809293437144764,0.01590330761348746,0.23160272999091536
1747839602.2761781,-0.07617349005126595,0.012323152866511755,0.2381275805191322
1747839602.3802354,-0.08610166674466563,0.009440745242977888,0.23822235622023258
1747839602.4846601,-0.09448563577287106,0.005295881077492015,0.2392437241053279
1747839602.582092,-0.10603297765073477,0.00612373275056588,0.2426902711440332
1747839602.6749191,-0.11159838460108007,0.004076088919356402,0.2433730530330135
1747839602.7718008,-0.11436493708141898,-0.0017988345667466765,0.2479065876880896
1747839602.875621,-0.1167365452834842,-0.007143266344935673,0.2445614152763559
1747839602.9804783,-0.12078477976470747,-0.007885448052405208,0.24384475824111873
1747839603.0825202,-0.09816076736784568,-0.015139905714758317,0.2629086998372139
