time,x,y,z
1747322971.669967,0.1132184517871836,0.3349455196909539,0.2442505130512886
1747322971.7645204,0.11786929627266007,0.3375108849906183,0.24550046605450776
1747322971.8645434,0.11573988572443006,0.33517256609327495,0.2460498078491631
1747322971.9652815,0.11442443477696729,0.3329163894545255,0.24577867784502042
1747322972.064722,0.11208278707215147,0.3310526577910496,0.24655867519818234
1747322972.164876,0.11689498858443392,0.3351130582475686,0.24347572841966228
1747322972.2786863,0.11717160315428121,0.3351224851941637,0.24179999496623647
1747322972.3649569,0.11566662991428833,0.33288289770404406,0.23710618128999408
1747322972.468203,0.10754675495414034,0.3225506677992129,0.22626464352105993
1747322972.5744448,0.1120954074578665,0.32413446184013955,0.20541583343055808
1747322972.664702,0.10858109835892715,0.32127401626869106,0.17837120928369557
1747322972.7652798,0.10699007157921847,0.3258018998746144,0.14159221308441478
1747322972.8645985,0.09122966039984592,0.31282090897938014,0.12302121601806415
1747322972.9653962,0.0880312142492028,0.31012990975713006,0.11329713019791915
1747322973.0646377,0.08933047355089074,0.30910230702746894,0.10566859024639191
1747322973.1650848,0.0853661382898766,0.30035854940582574,0.10676760423225307
1747322973.265039,0.08403326622680107,0.2950280258921032,0.111337427740206
1747322973.3646123,0.07369931221523329,0.27679363626783127,0.11965347212908367
1747322973.466009,0.05156376209292812,0.25153649257809907,0.1301587530309638
1747322973.5652056,0.03637184486699818,0.23508915646500103,0.12933517859185284
1747322973.675281,0.03417705027046353,0.23064466964863692,0.12741249439018704
1747322973.7653754,0.0283157586615026,0.22477859316723314,0.12486295692067101
1747322973.8649573,0.031129679048397363,0.2250488957278649,0.11879458828811085
1747322973.9652827,0.0276945984347986,0.22051921715376502,0.11707573616521394
1747322974.0647473,0.02750569792109958,0.2177056893980146,0.11571152857422207
1747322974.1683137,0.019098343750215074,0.20957316295256367,0.11527752193234769
1747322974.2703826,0.018561545849314576,0.20649035943449212,0.11936186657174275
1747322974.3748286,0.020993596260389658,0.21585554206973548,0.11676013534101992
1747322974.4724839,0.021967470741028228,0.22238170011416425,0.11927681040940541
1747322974.573529,0.013480443428200761,0.23475224958472493,0.12728797288412325
1747322974.6743307,-0.0043718697681336405,0.24022603238909113,0.1327980152677673
1747322974.7738583,-0.02750646532811396,0.23894169701054135,0.12724687853625483
1747322974.8742254,-0.03407453240766395,0.2472890970508654,0.11471687399034003
1747322974.9733777,-0.030480318645047633,0.2531743245128314,0.10777361621029147
1747322975.0658827,-0.029718574157335254,0.2527201166777277,0.10418786194311819
1747322975.1658623,-0.028509255997133054,0.2526023809958287,0.10371035229433889
1747322975.2650511,-0.02326696947211182,0.25227806170825884,0.1108858077486155
1747322975.36567,-0.017246319678444588,0.23808977517650448,0.1327079911174034
1747322975.465839,-0.011156670494339327,0.2171705338298502,0.1532825589403139
1747322975.667657,0.029143586239741504,0.20482872453362785,0.15772130490235065
1747322975.7655265,0.02311728314896544,0.2051279799350368,0.1535584139625542
1747322975.8652453,0.02745805748060287,0.21311937253736532,0.141729727004816
1747322975.9662101,0.03259826907779656,0.21353779437135934,0.13709092449411997
